Element_GUID,IFC_Type,Floor,Apartment,Trade,Construction_Type,Category,Task_Match_Count,Milestone,Original_MSP_UID,Source,Apartment_Zone,Phase,Status,Trade_Discipline,Percent_Complete,Priority,Weather_Dependent,Duration,Quantity,Responsible_Party,WBS_Code,Task_ID,Predecessor_Task_ID,Successor_Task_ID,Cost_ID,Cost_Code,Cost_Category,Description,Unit_Rate_EUR,Labor_Cost_EUR,Material_Cost_EUR,Budgeted_Cost_EUR,Actual_Cost_EUR,Variance_EUR,Variance_Percent,Committed_Cost_EUR,Forecast_Final_Cost_EUR,Retention_Percent,Retention_Held_EUR,Payment_Status,Currency,Cost_Date,Is_Milestone_Synthetic
2NQfYbTPr4490iq2kVoJd2,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3TOCkdOov3X9ubnqL1EJ$9,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0oiaAyK0zBEOjuWZRwpp9J,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3pbT9Upr5CPhheayA4MaGr,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11pB9wCfHBlR2L9Uc_W9hr,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2KU91dhGDBFRhIpbVu$ao1,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295fRUAH0yAb3MiERHCS$,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28LRiezuj1GOfNsHqZaFZ5,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3NkMLpgyfBJxrhBJ1hWWu6,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0jDBRiB254gAJv7ftRYoVm,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2j4Tmo2iX7twR5JVfbF4$h,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ZYEE2X9HFEwyXmDzfDoNL,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1hTtFy5GX29gKSYz67rHrm,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1JcJ_Zj0fC_gB5ZY0StrZs,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Vc_vF_XDE_wq26mB7pWiy,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480dOKSvFCRp650DQ7Us3,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fYhFjv$X1Wv9AkbHXwz4$,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M9gAhAcz78xKSJ9_HDSSr,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JHMbjGtD4zx$tFA6xuKmS,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0EC1ShdPLDWA7l0_xCuX64,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JHI0mVl5FuuvPw0ci59Rr,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Sr_DsVDX15PglzR05U4Ap,IFCCOVERING,Second Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0LieXO3nv5ieyCsDgjxHp5,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32vgQ0GJf0z9oImXA6ATmb,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vCCb9ccP9Wf_oMyDMnFBZ,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_uOEsbJfFJPp_amZDYIuF,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Qq$xL8217iBElIl7o8SO8,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39GpFl7Sb9COtYLmEq1bBG,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1iAvXA9o5BPgAwhGeJ88dm,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2N2M5zi3L3ghszlmPoJ3z$,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3T7qMysCj85xrHCzTZnlNj,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060KlqT792Gu$HoedzYDFv,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20qaS1_VH8IOJrYDQQgAEV,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3w_DN4OXLFLh0fZuG0WNd0,IFCCOVERING,Third Floor,Apartment 10,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0S6yiLKeLFxRxlKQDCeF5Q,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x2Ptqk7D5yQfXDXwRCLJk,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0NYuZC_Zn0zxU$8bSIn_dg,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1MobKlpi5FmRBwmIGJvVe7,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18Dp7n99rCLBnu8_b3RxrR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0$L4A9UZfDmgw7dxcFJ6jc,IFCCOVERING,Third Floor,Apartment 9,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C_7pENU9C1f9RE1yHs49C,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dFKnWr09Ccu32vbYplDwD,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3vD0BTagr0uhk85$J$0SBn,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3OZhFtFq98_OiNVPZhex1v,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03smbr_9zFUvoPc7iSmcEW,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2UvMAz_eX4de4Cch8tic9z,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2HxXb1h3n16BOCoDJT05OM,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2jqRiK6lr5dgbYAtO7O9PM,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Ols16Ffn0OfFILBBVBCq0,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2vR3EzuD938euiaqi_IJrs,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0NyYxPZUD4yRDYesALtypI,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1psA1SFkz46B$nvThSMWVJ,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0BvgVb7tbFPgONeqDVpmh6,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22CPiCHcj4Bxue2KiwGzsR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ImEqCuXv75vgiqlVOUjEf,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Gbp9IjqnCH8qFauUzhZdl,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
073WUmvbzFVP7tMfJQovg6,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Bl$g4$Xj9_way2hS6t0mR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0lF5MOhTPBxPrLOQzM_gU0,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0S1K8Yu71E_un$LwiOlwLx,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084MuEGfD4UB54wB7sJMXL,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076HlgMHrARxcQXjHQlH0F,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1aaOikRob3bgg_3yQy6Szd,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0pqU6HD255hfeIC1Uq50S1,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Mw6I$3jTDpfnDIqR6LUHT,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0i7j8tAjD5rRuCqJ6ezihd,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3xnzCngZjAzvkMG2BR630l,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1t85DArmT6kf9ywbUlIRFz,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ElVppX1z0vxLzi2aJH2W7,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Rm1W96cz6D8f3cpOKhmS2,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fB4$oVgn5QAaPzu8vkn5T,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1YsW3XlsH6jQAy3oVokVoI,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SZgOSofP2PBFS$KAhUxu3,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2m10JreMjEuev6HFzD4D49,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1tjp29RIr40A2eYyYopJsk,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0WsSA1Ed59ug0q7nnFXPve,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02XXlov8DEKQFyDiiYoPhg,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1WKfFPPXz7u9cYPIIKAbtZ,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cCcW0W6j2ABG7I6YIUg87,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ty$zyCYf0$xzqKTXJNBRF,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3XwZdWLPH69Ryy109kxzfz,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1R66Mk6E5E4RQ3NyH$65HW,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2QcbYP419CMQIUe7UH$G10,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06sD8w3ST4duPuzpbh7oCt,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1p8tMCSiDA9BMekyCEXxm4,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ampq18Jf7lwcdUQsC9ELw,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Ng355F4jBIeAZAjT89Lch,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2aGRk9dUT3QfRDM$chQJxe,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_GzmlO1TBiABQxzSGZZrZ,IFCCOVERING,Third Floor,Apartment 9,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2QWMMtVgr0JgWsv2DLzF7c,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00hCT13WfBF8N8FQIt$J2l,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3HuQGFOlv0Ff2CeiPm6Jvv,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Z$DWPfDHFuwWkO48eGofb,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3IcDiqhvX1g8WQXPyLVg8h,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0UBLnPUmbDfewlJ53v3rRJ,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3HJ_rxuUXFHABm2sh8TAiD,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33QM8YIkT8c8TWUTGk5BVl,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3giNVs41rBVvDbNPTLQa0z,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2co_J38$rAPgF0BMkaxIMo,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0DYlaEcPbFJutaRlGuFgbt,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2LWjDdCajEqx6y3aO2HdiR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10bN0z379CJhFXHqofjUP_,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2eRxj4gIfFgu0RxCwhz81R,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Hm6POv9fEk9TWMS0Ns4xj,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0uaYCfrtnEfva0Ru0FR_MR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30RNdh5KT3VQO2E1k1mYLD,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ZSytQhY57Axfczkpn70w7,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02aIMWay94eB_0ewOkU2jC,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1NzdsA9F19C9Sa97jyY$0Z,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0rrkjr7HH6UR1XhYkSKSzD,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06aJsxADj1Lgu$aZGB_IeC,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0vGLmKskn49Azn9wjmDot0,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Gi3rj3CLAEOfIqg7z0A0u,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ZGkzxSJn3lxyWq$0GP9a9,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3yNt3UUvrFVuQi0ULeCXl9,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0r6fpOLj98nubZrzu0liTO,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2I4SuK_bvCfBZvpoyVJP3V,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3jbVQG98T2EPpi1W1aqOW5,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1vtw8BuLD8veq8_wmfDR52,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1thLGZXUv57v2ItyjMeQXf,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KwtARMrX7SOZcscyIrGyC,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03pWrikv57TvJ6ZuhGktHh,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2luRa0gbH7jxkpjjSUl3pE,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L540sTSbBmBcA50ERiYup,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_FtwVBcH6BQrvFHbzx1Dk,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0UxNakFZTANgAC$rAiuj6F,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xYczUi_DC$uHsMfWYC1cm,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3WouziRxH4uR2_owFdNFcu,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MxSh9bCP7ZBz$BGxG_ibw,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0eJBv34Gj84OaBxH3TWGhQ,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cZLLGdR95LRq_SGHsiSEH,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ri1rsgxHE2uQ86INwq8Bk,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2hzhHecYH4DRxRjMrY7aDF,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DP8_RrxDA6OUbCzkhGBkS,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0iiUVi2oz1cu456pLIEBrw,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3aRTlU3d1AYfZGcnT9LcMq,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0yLBPKu31D1vDx5GVfY958,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0BKBbpiYr0OgmvCJOzCAvr,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3nQzcl9yfDx8XFP1KB1Y7h,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Uc9xy30X1YgbuzfSR_5VR,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0$F05rIB57RRRZiqjaqUll,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2j0Cjr2VD2Oe4TYfR2IsZN,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c67CzKtDF8AmzcD91WzgC,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Cq0ejyCr8CAZ1dRbJwLxY,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cVWEkvT98owxXzOdVzPb9,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2nJgMI9CjQzC$8xbRsav,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DVXVfHh19_RWQAlCWweGf,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0TkPiffgH2F9ecpR4cH2fM,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bveNickX1ExWAfaczL7h0,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1RnQ0vya9EEg9faif0k5Gi,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3o22TI0vbCtvrgrNz6E9A5,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BHb_mQO9DKg80Cz6u_Kts,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B86HCsDbDGhE9ovePDUkY,IFCCOVERING,Third Floor,,General/Site,Roof,Interior,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
